LOTE;UNIDAD;TIPO;MARCA;MODELO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
84;AUTOMOTORAS;SEDAN;PEUGEOT;301 HDI 1.6;2018;4x2;D;44407;5900000
85;AUTOMOTORAS;SEDAN;PEUGEOT;301 ACTIVE 1.6;2018;4x2;D;111770;6000000
86;BFE;SEDAN;CITROËN;C ELYSEE HDI 1.6;2017;4x2;D;83163;5200000
87;LEASING;SEDAN;HYUNDAI;ACCENT RB GL 1.4;2018;4x2;B;63930;5100000
88;LEASING;SEDAN;HYUNDAI;ACCENT RB GL 1.4;2016;4x2;B;61607;4800000
89;LEASING;SEDAN;HYUNDAI;ACCENT RB GL 1.4 AUT;2016;4x2;B;63475;4800000
90;PARTICULARES;STATION WAGON;SUZUKI;GRAND VITARA GLX 4X4 2.4;2015;4x4;B;60277;5600000
91;LEASING;SEDAN;SUZUKI;CIAZ GL 1.4;2018;4x2;B;62711;5200000
92;LIQUIDACIONES;SEDAN;SUZUKI;DZIRE  GLX 1.2 AUT;2018;4x2;B;51503;4600000
93;AUTOMOTORAS;SEDAN;CITROËN;C ELYSEE 1.6;2016;4x2;B;73847;4500000
94;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2018;4x2;B;70108;4800000
95;BFE;SEDAN;CHEVROLET;PRISMA LT 1.4;2019;4x2;B;31455;5600000
96;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;12807;4200000
97;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;59041;4400000
98;LIQUIDACIONES;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;32400;4200000
99;BFE;HATCHBACK;CHEVROLET;ONIX LT 1.4;2018;4x2;B;5003;4800000
100;BFE;HATCHBACK;CHEVROLET;SPARK GT 1.2;2017;4x2;B;22720;3900000
101;PARTICULARES;SEDAN;KIA MOTORS;RIO 5 EX SPORT 1.4;2016;4x2;B;90500;4900000
102;PARTICULARES;SEDAN;MAZDA;3 SPORT V 1.6;2014;4x2;B;99148;5100000
103;AUTOMOTORAS;SEDAN;CITROËN;C ELYSEE VTI 1.6;2015;4x2;B;50780;4500000
104;AUTOMOTORAS;SEDAN;MITSUBISHI;LANCER 1.6;2016;4x2;B;148786;3900000
105;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;65209;3800000
106;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;64144;3800000
107;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;65121;3400000
108;AUTOMOTORAS;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;57011;3600000
109;LEASING;SEDAN;RENAULT;SYMBOL 1.6;2016;4x2;B;75045;3400000
110;PARTICULARES;HATCHBACK;CHERY;FULWIN SPORT 2 GLX 1.5;2018;4x2;B;26191;3600000
111;PARTICULARES;HATCHBACK;KIA MOTORS;RIO 4 EX 1.4;2015;4x2;B;55535;4000000
112;BFE;HATCHBACK;PEUGEOT;208 ACTIVE 1.2;2013;4x2;B;126684;3100000
113;PARTICULARES;HATCHBACK;MAZDA;2 SPORT 1.5;2014;4x2;B;81456;3600000
114;BFE;HATCHBACK;TOYOTA;YARIS XLI 1.5;2014;4x2;B;113323;3600000
115;PARTICULARES;HATCHBACK;MG;3 1.5;2014;4x2;B;86093;3100000
116;PARTICULARES;SEDAN;CHEVROLET;CRUZE II HB LS 1.8;2014;4x2;B;83297;3400000
117;PARTICULARES;STATION WAGON;GREAT WALL;M4 LE 1.5;2015;4x2;B;110686;2800000
118;PARTICULARES;HATCHBACK;HYUNDAI;GRAND I10 GLS 1.2;2014;4x2;B;86123;3400000
119;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2015;4x2;B;49270;3800000
120;LIQUIDACIONES;SEDAN;CHEVROLET;SAIL II LT 1.4;2015;4x2;B;77481;3000000
121;BFE;HATCHBACK;CHEVROLET;SPARK GT II LT 1.2;2014;4x2;B;52037;2800000
122;LIQUIDACIONES;STATION WAGON;KIA MOTORS;SPORTAGE LX 2.0;2012;4x2;B;61053;5400000
123;BFE;HATCHBACK;SUZUKI;SWIFT 1.3;2011;4x2;B;67224;2800000
124;BFE;STATION WAGON;DODGE;JOURNEY SE 2.4 AT;2010;4x2;B;109787;3600000
125;LIQUIDACIONES;SEDAN;HYUNDAI;ACCENT GLS 1.4;2008;4x2;B;95678;1900000
129;BFE;SEDAN;CHEVROLET;SAIL LS 1.5;2018;4x2;B;40531;4400000
1;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;NULL;6000000
2;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;7500000
3;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;6600000
4;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;NULL;6600000
5;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;NULL;7300000
6;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;NULL;5900000
7;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;7000000
8;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;5900000
9;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;NULL;7000000
10;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;5900000
11;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;6600000
12;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2017;4x4;D;NULL;6600000
13;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;NULL;5900000
14;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;7300000
15;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2017;4x4;D;NULL;7300000
16;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;NULL;5900000
17;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2017;4x4;D;NULL;6700000
18;LEASING;CAMIONETA;CHEVROLET;DMAX 4WD 2.5;2017;4WD;D;NULL;6200000
19;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;7400000
20;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;7400000
21;LEASING;CAMION;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;7400000
22;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;6500000
23;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;6500000
24;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2016;4x4;D;NULL;6500000
25;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;6500000
26;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2016;4x4;D;NULL;6500000
27;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE 4X4 2.0;2016;4x4;D;NULL;6600000
28;LEASING;CAMIONETA;FORD;RANGER XLT 4X4 3.2;2016;4x4;D;NULL;8300000
29;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;NULL;5800000
30;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;NULL;5800000
31;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;NULL;5600000
32;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;NULL;5400000
33;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA 4X4 2.5;2015;4x4;D;NULL;5800000
34;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;NULL;5600000
35;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA 4X4 2.5;2015;4x4;D;NULL;4600000
36;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;NULL;5200000
37;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA 4X4 2.5;2015;4x4;D;NULL;4600000
38;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;NULL;4200000
39;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;NULL;4200000
40;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;NULL;4200000
41;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;NULL;4200000
42;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;NULL;4200000
43;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;NULL;4200000
44;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;NULL;4100000
45;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SRV 4X4 3.0;2015;4x4;D;NULL;6400000
46;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB TDI 4X4 2.5;2015;4x4;D;NULL;5500000
47;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB TDI 4X4 2.5;2015;4x4;D;NULL;5400000
48;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5400000
49;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5400000
50;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5300000
51;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5300000
53;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5300000
54;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5500000
55;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 2.5;2015;4x2;D;NULL;5200000
56;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 2.5;2015;4x2;D;NULL;4600000
57;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2014;4x4;D;NULL;5400000
58;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 2.5;2014;4x4;D;NULL;5400000
59;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 2.5;2014;4x2;D;NULL;4000000
60;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2015;4x2;D;NULL;4000000
61;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 2.5;2013;4x4;D;NULL;4400000
62;LEASING;CAMIONETA;TOYOTA;HILUX 4X4 3.0;2012;4x4;D;NULL;3800000
63;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 2.5;2012;4x4;D;NULL;3700000
64;AUTOMOTORAS;MINIBUS;JAC;REFINE 2.0;2019;4x2;D;NULL;8300000
65;LEASING;FURGON;CITROËN;BERLINGO 1.6;2017;4x2;D;NULL;4400000
66;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;4100000
67;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;3700000
68;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;3700000
69;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;3600000
70;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;4100000
71;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;3200000
72;LEASING;FURGON;PEUGEOT;BIPPER HDI 1.3;2016;4x2;D;NULL;3400000
73;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2016;4x2;D;NULL;2700000
74;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;NULL;3400000
75;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;NULL;3300000
76;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;NULL;3300000
77;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;NULL;2400000
78;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;NULL;2400000
79;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;NULL;2300000
80;LEASING;FURGON;PEUGEOT;PARTNER VU HDI 1.6;2015;4x2;D;NULL;2100000
81;LEASING;FURGON;PEUGEOT;PARTNER VU HDI 1.6;2015;4x2;D;NULL;2100000
82;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2015;4x2;D;NULL;2500000
83;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2014;4x2;D;NULL;2500000
84;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2014;4x2;D;NULL;2500000
85;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2014;4x2;D;NULL;2000000
86;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2014;4x2;D;NULL;1900000
87;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2014;4x2;D;NULL;2000000
88;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2014;4x2;D;NULL;1800000
89;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2014;4x2;D;NULL;2500000
90;LEASING;FURGON;PEUGEOT;PARTNER VU HDI 1.6;2014;4x2;D;NULL;1800000
91;AUTOMOTORAS;CAMIONETA;JAC;X200 2.0;2018;4x2;D;NULL;8200000
92;AUTOMOTORAS;CAMIONETA;JAC;X200 2.0;2019;4x2;D;NULL;8400000
94;LEASING;AMBULANCIA;MERCEDES BENZ;VITO 113 CDI;2015;4x2;D;NULL;4100000
1;AUTOMOTORAS;SUV/JEEP;PEUGEOT;3008 BLUE HDI 1.6 AUT;2019;4x2;D;NULL;14000000
2;PARTICULARES;SUV/JEEP;FORD;EDGE SEL 4X4 3.5 AUT;2017;AWD;B;NULL;14000000
3;PARTICULARES;SUV/JEEP;FORD;EXPLORER XLT 4X4 3.5 AUT;2017;4x4;B;NULL;12900000
4;PARTICULARES;HATCHBACK;VOLVO;V40 CC T5 LTD AWD 2.0;2017;AWD;B;NULL;11700000
5;AUTOMOTORAS;SEDAN;BMW;328I SPORT 2.0 AUT;2016;4x2;B;NULL;11700000
6;PARTICULARES;STATION WAGON;MAZDA;NEW 6 GT 2.5 AUT;2017;4x2;B;NULL;9200000
7;AUTOMOTORAS;SUV/JEEP;SUBARU;FORESTER AWD 2.0;2017;AWD;D;NULL;8700000
8;LEASING;HATCHBACK;DS;DS4 HDI HB 1.6;2018;4x2;D;NULL;10000000
9;PARTICULARES;SEDAN;PEUGEOT;508 ALLURE HDI 2.0 AUT;2016;4x2;D;NULL;8500000
10;BFE;SUV/JEEP;CHEVROLET;TRACKER LT AWD 1.8 AT;2019;AWD;B;NULL;9100000
11;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ACTIVE 1.2;2017;4x2;B;NULL;5500000
12;BFE;HATCHBACK;CITROËN;C3 HB 1.2;2018;4x2;B;NULL;7600000
13;BFE;SUV/JEEP;SUBARU;XV AWD 1.6I;2015;AWD;B;NULL;6800000
14;PARTICULARES;HATCHBACK;HYUNDAI;I20 ACTIVE 1.4;2017;4x2;B;NULL;6200000
15;AUTOMOTORAS;SEDAN;BMW;316 I 1.6 AUT;2015;4x2;B;NULL;8200000
16;AUTOMOTORAS;HATCHBACK;CITROËN;C4 HDI 1.6;2017;4x2;D;NULL;7900000
17;PARTICULARES;SUV/JEEP;MAZDA;ALL NEW CX 3 R 2.0;2017;4x2;B;NULL;8200000
18;AUTOMOTORAS;SUV/JEEP;CHANGAN;CS75 ELITE 2.0 AUT;2019;4x2;B;NULL;7200000
19;PARTICULARES;HATCHBACK;SUZUKI;BALENO GLX HB 1.4;2019;4x2;B;NULL;6600000
20;PARTICULARES;HATCHBACK;VOLVO;V40 D2;2014;4x2;D;NULL;6000000
21;PARTICULARES;SUV/JEEP;TOYOTA;NEW LAND CRUISER 4X4 2.7 AUT;2013;4x4;B;NULL;5700000
22;AUTOMOTORAS;SUV/JEEP;KIA MOTORS;SPORTAGE LX 2.0 AUT;2015;4x2;B;NULL;7500000
23;PARTICULARES;SUV/JEEP;NISSAN;QASHQAI 2.0 AUT;2015;4x2;B;NULL;7000000
24;PARTICULARES;STATION WAGON;MAZDA;5 V 2.0;2016;4x2;B;NULL;6300000
25;PARTICULARES;SUV/JEEP;PEUGEOT;2008 ACTIVE E HDI 1.6;2016;4x2;D;NULL;7000000
26;PARTICULARES;HATCHBACK;SUZUKI;SWIFT SPORT 1.6;2016;4x2;B;NULL;5300000
27;PARTICULARES;HATCHBACK;PEUGEOT;208 ALLURE HDI 1.4;2015;4x2;D;NULL;5400000
28;AUTOMOTORAS;SEDAN;PEUGEOT;508 1.6;2014;4x2;B;NULL;4900000
29;PARTICULARES;SUV/JEEP;SUZUKI;GRAND NOMADE GLX 4X4 2.4;2015;4x4;B;NULL;5200000
30;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;NULL;7900000
31;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;NULL;7200000
32;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2016;4x2;D;NULL;6700000
33;PARTICULARES;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.4;2016;4x2;D;NULL;7600000
34;PARTICULARES;CAMIONETA;FORD;RANGER DCAB XL 3.2;2015;4x2;D;NULL;7800000
35;PARTICULARES;CAMIONETA;SSANGYONG;NEW ACTYON SPORT 2.0;2018;4x2;D;NULL;8000000
36;PARTICULARES;CAMIONETA;SSANGYONG;NEW ACTYON SPORT 2.0;2013;4x2;D;NULL;6300000
37;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;NULL;7600000
38;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;NULL;7600000
39;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;NULL;7600000
40;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;NULL;7600000
41;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;NULL;7600000
43;PARTICULARES;CAMIONETA;VOLKSWAGEN;SAVEIRO POWER 1.6;2016;4x2;B;NULL;4300000
44;LEASING;CAMIONETA;VOLKSWAGEN;SAVEIRO 1.6;2016;4x2;B;NULL;3700000
45;LEASING;CAMIONETA;VOLKSWAGEN;SAVEIRO 1.6;2016;4x2;B;NULL;4000000
46;PARTICULARES;CAMIONETA;GREAT WALL;WINGLE DELUXE 4X4 2.4;2017;4x4;B;NULL;5200000
47;AUTOMOTORAS;CAMIONETA;MAZDA;BT 50 SDX 2.5;2011;4x2;D;NULL;4200000
48;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;NULL;4800000
49;LEASING;FURGON;CITROËN;BERLINGO B9 HDI 1.6;2018;4x2;D;NULL;4100000
50;LEASING;FURGON;CITROËN;BERLINGO B9 C HDI 1.6;2017;4x2;D;NULL;3500000
51;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;3600000
52;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;3600000
53;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;4000000
54;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;4000000
55;PARTICULARES;MINIBUS;MAXUS;G10;2018;4x2;D;NULL;8400000
56;LEASING;FURGON;PEUGEOT;EXPERT HDI 2.0;2016;4x2;D;NULL;7000000
57;LEASING;FURGON;MERCEDES BENZ;VITO 114 CDI;2016;4x2;D;NULL;5000000
58;BFE;FURGON;HYUNDAI;H1 GL CRDI 2.5;2015;4x2;D;NULL;7600000
59;AUTOMOTORAS;FURGON;LIFAN;CARGO DX 1.3;2014;4x2;B;NULL;2200000
60;AUTOMOTORAS;FURGON;HAFEI;MINYI CARGO 1.0;2014;4x2;B;NULL;900000
61;LEASING;CAMIONETA;KIA MOTORS;FRONTIER D CAB 2.5;2016;4x2;D;NULL;5600000
62;LEASING;CAMIONETA;KIA MOTORS;FRONTIER 2.5;2014;4x2;D;NULL;6000000
63;BFE;SUV/JEEP;PORSCHE;CAYENNE V6 E2;2011;AWD;B;NULL;10400000
64;PARTICULARES;SUV/JEEP;DODGE;DURANGO 4X4 3.6 AUT;2013;4x4;B;NULL;7400000
65;PARTICULARES;SUV/JEEP;GREAT WALL;HAVAL H6 1.5;2016;4x2;B;NULL;5400000
66;BFE;SUV/JEEP;CHEVROLET;CAPTIVA III LT SA 2.4 AUT;2013;4x2;B;NULL;4800000
67;PARTICULARES;SUV/JEEP;JEEP;COMPASS SPORT 4X4 2.4 AUT;2012;4x4;B;NULL;5500000
68;PARTICULARES;SUV/JEEP;HYUNDAI;SANTA FE GLS 2.4;2011;4x2;B;NULL;4600000
69;BFE;SEDAN;CHEVROLET;PRISMA LTZ 1.4;2018;4x2;B;NULL;5400000
70;BFE;SEDAN;CHEVROLET;SAIL 1.5;2019;4x2;B;NULL;5600000
71;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;NULL;4400000
72;PARTICULARES;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;NULL;4100000
73;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;NULL;4100000
74;BFE;SEDAN;CHEVROLET;SAIL 1.5;2017;4x2;B;NULL;3300000
75;BFE;SEDAN;CHEVROLET;SAIL 1.4;2016;4x2;B;NULL;3000000
76;PARTICULARES;SEDAN;CHEVROLET;SAIL II LT 1.4;2015;4x2;B;NULL;2800000
77;BFE;HATCHBACK;CHEVROLET;SPARK GT HB DOHC 1.2;2019;4x2;B;NULL;3800000
78;BFE;HATCHBACK;CHEVROLET;NEW SPARK GT LT 1.2;2018;4x2;B;NULL;3400000
79;BFE;HATCHBACK;CHEVROLET;SPARK GT LT;2015;4x2;B;NULL;2700000
80;BFE;HATCHBACK;FIAT;UNO WAY EVO 1.4;2018;4x2;B;NULL;4600000
81;PARTICULARES;SEDAN;PEUGEOT;301 ACTIVE HDI 1.6;2016;4x2;D;NULL;6000000
83;PARTICULARES;HATCHBACK;MAZDA;2 SPORT V 1.5;2015;4x2;B;NULL;4800000
84;AUTOMOTORAS;HATCHBACK;HYUNDAI;ACCENT RB HB GLS 1.4;2014;4x2;B;NULL;4500000
85;PARTICULARES;HATCHBACK;MG;NEW 3 1.5;2016;4x2;B;NULL;3600000
86;PARTICULARES;HATCHBACK;KIA MOTORS;RIO 5 UB EX 1.4;2013;4x2;B;NULL;3800000
87;PARTICULARES;HATCHBACK;CITROËN;C4 N2 1.6;2014;4x2;B;NULL;4300000
88;LIQUIDACIONES;HATCHBACK;RENAULT;MEGANE III HB DYNAMIQUE 2.0;2013;4x2;B;NULL;3300000
89;AUTOMOTORAS;HATCHBACK;FIAT;BRAVO SPORT 1.4;2013;4x2;B;NULL;3800000
90;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;NULL;3600000
91;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;NULL;3600000
92;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;NULL;3500000
93;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2014;4x2;B;NULL;3000000
94;AUTOMOTORAS;SEDAN;MITSUBISHI;LANCER 1.6;2016;4x2;B;NULL;4800000
95;AUTOMOTORAS;SEDAN;MITSUBISHI;LANCER RT 1.6 AUT;2014;4x2;B;NULL;3900000
96;PARTICULARES;SEDAN;KIA MOTORS;RIO 4 LX 1.2;2016;4x2;B;NULL;4900000
97;AUTOMOTORAS;HATCHBACK;BMW;116 IA 1.6;2010;4x2;B;NULL;4100000
98;BFE;HATCHBACK;CHEVROLET;AVEO III LS HB 1.4;2016;4x2;B;NULL;3400000
99;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2015;4x2;B;NULL;3600000
100;BFE;HATCHBACK;SUZUKI;ALTO K10 GLX 1.0;2017;4x2;B;NULL;2500000
101;BFE;SUV/JEEP;JAC;REIN II 2.0;2014;4x2;B;NULL;3200000
102;AUTOMOTORAS;HATCHBACK;FIAT;GRANDE PUNTO DYNAMIC 1.4;2009;4x2;B;NULL;2000000
103;LIQUIDACIONES;SUV/JEEP;JEEP;NEW GRAND CHEROKEE L 4.0;2001;4x4;NULL;NULL;1600000
104;BFE;SEDAN;CHEVROLET;SAIL CLASSIC 1.4;2017;4x2;B;NULL;3500000
2;AUTOMOTORAS;SUV/JEEP;PEUGEOT;3008 BLUE HDI 1.6 AUT;2019;4x2;D;NULL;13400000
3;AUTOMOTORAS;SUV/JEEP;PEUGEOT;3008 BLUE HDI 1.6 AUT;2019;4x2;D;NULL;14500000
5;AUTOMOTORAS;SUV/JEEP;PEUGEOT;4008 FELINE EHDI 4WD 1.6;2017;4WD;D;NULL;9200000
6;PARTICULARES;HATCHBACK;AUDI;A3 TFSI 1.4 AUT;2017;4x2;B;NULL;10400000
7;PARTICULARES;SUV/JEEP;CHEVROLET;CAPTIVA 6 LS 2.2;2017;4x2;D;NULL;8900000
8;PARTICULARES;SUV/JEEP;HYUNDAI;TUCSON TL ADVANCE 2.0;2018;4x2;B;NULL;8800000
9;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 BLUE HDI HB 1.6;2019;4x2;D;NULL;7800000
10;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 BLUE HDI HB 1.6;2019;4x2;D;NULL;7700000
11;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 BLUE HDI HB 1.6;2019;4x2;D;NULL;7800000
12;BFE;SUV/JEEP;CHEVROLET;TRACKER LT AWD 1.8 AT;2018;AWD;B;NULL;8400000
13;BFE;SUV/JEEP;NISSAN;QASHQAI SENSE 2.0;2017;4x2;B;NULL;7400000
14;PARTICULARES;HATCHBACK;VOLVO;V40 T4 LTD AWD;2015;AWD;B;NULL;8800000
15;PARTICULARES;HATCHBACK;VOLVO;V40 D2 1.6 AUT;2015;4x2;D;NULL;8500000
16;PARTICULARES;HATCHBACK;VOLVO;V40 D2 COMFORT;2015;4x2;D;NULL;7300000
17;PARTICULARES;HATCHBACK;CITROËN;C4 CACTUS HB 1.2;2017;4x2;B;NULL;7600000
18;PARTICULARES;SUV/JEEP;FORD;EDGE SEL 4X4 3.5 AUT;2015;AWD;B;NULL;7800000
19;PARTICULARES;SUV/JEEP;JEEP;GRAND CHEROKEE OVERLAND 5.7 AUT;2013;4x4;B;NULL;11000000
